案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20435411,捷運起站有座位+大窗採光通風好+綠意靜巷+生活機能超便利,中和區景新街496巷,2房,13.0,4F/5F,19000,,三介廟站 178公尺,代理人:李小姐,591_20435411.png,12,"24°59'12""N 121°30'52""E",2026-01-06,24.986666666666668,121.51444444444445
20354126,近永平學區巷弄安靜超商便利,近永平學區巷弄安靜超商便利,3房,29.0,5F/5F,21000,,保順里[新巴士]站 84公尺,屋主:黃先生,591_20354126.png,12,"25°0'26""N 121°30'5""E",2026-01-06,25.00722222222222,121.50138888888888
20390223,小家庭.方正三房💘夫妻首選租金可優惠.全新整修,中和區中山路二段,3房,25.41,4F/5F,22000,,中和站 313公尺,屋主:林先生,591_20390223.png,12,"25°0'8""N 121°29'56""E",2026-01-06,25.002222222222223,121.49888888888889
20346918,"優雅二房一衛一廳一陽台,採光,通風良好",中和區秀朗路三段128巷17弄5號,2房,18.0,5F/5F,12000,,,屋主:陳小姐,591_20346918.png,12,"0°0'0""N 0°0'0""E",2026-01-06,,
20403493,中和圓通書香學區近公園美寓,中和區圓通路393巷19弄4號,3房,26.0,4F/5F,20000,,中和站 97公尺,屋主:何女士,591_20403493.png,12,"24°59'22""N 121°29'25""E",2026-01-06,24.989444444444445,121.49027777777778
20412030,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間一房一廳♥︎大套房,中和區大勇街29巷,1房,15.0,4F/5F,21979,,智光商職站 177公尺,仲介:許小姐,591_20412030.png,12,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20401113,捷運站旁整層住家3樓,中和區景平路64巷,3房,22.6,3F/4F,32000,,秀朗橋站 313公尺,屋主:王先生,591_20401113.png,12,"24°59'29""N 121°31'20""E",2026-01-06,24.99138888888889,121.52222222222223
20433383,宜安路邊間美妝三房(家具家電可談~可租補),中和區宜安路,3房,31.0,4F/5F,31000,,潭墘站 121公尺,代理人:陳小姐,591_20433383.png,12,"24°59'54""N 121°30'47""E",2026-01-06,24.998333333333335,121.51305555555555
20328333,全新裝潢/可貓/邊間靜巷2陽台3面採光/家具齊/包網路第四台,中和區員山路327巷55號,3房,26.0,5F/5F,22900,,員山站 219公尺,屋主:陳女士,591_20328333.png,12,"25°0'8""N 121°28'45""E",2026-01-06,25.002222222222223,121.47916666666667
20371121,可租補✿台電✿捷運中原站✿遠東世紀廣場✿,中和區民樂路80巷,2房,20.0,5F/5F,18985,,平河里站 84公尺,屋主:賴先生,591_20371121.png,12,"25°0'4""N 121°29'3""E",2026-01-06,25.00111111111111,121.48416666666667
20228766,捷運永安市場站.明亮採光兩房一廳.可貓,中和區南工路2巷,2房,18.0,4F/4F,25888,,南山高中站 24公尺,代理人:曾小姐,591_20228766.png,12,"25°0'0""N 121°30'20""E",2026-01-06,25.0,121.50555555555556
20384322,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間兩房♥︎,中和區大勇街29巷,2房,20.0,4F/5F,22979,,智光商職站 177公尺,仲介:許小姐,591_20384322.png,12,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20336440,"中和環球購物~大空間2陽台,傢俱家電齊全",中和區民治街132巷,3房,35.0,5F/5F,28800,,民享里[新巴士]站 119公尺,代理人:黃太太,591_20336440.png,12,"25°0'8""N 121°28'30""E",2026-01-06,25.002222222222223,121.47500000000001
20296971,可租補♥︎台電♥︎民樂停車場♥︎遠東世紀♥︎,中和區新生街177巷,2房,20.0,4F/4F,20951,,平河里站 54公尺,屋主:賴先生,591_20296971.png,12,"25°0'3""N 121°29'4""E",2026-01-06,25.000833333333333,121.48444444444445
20456069,可租補♥︎橋和捷運站♥︎遠東世紀♥︎兩房機車族首選♥︎,中和區中正路839巷2號,2房,20.0,5F/5F,19910,,中原站 483公尺,仲介:許小姐,591_20456069.png,12,"25°0'15""N 121°29'3""E",2026-01-06,25.004166666666666,121.48416666666667
